event_id,timestamp,src,rel,dst,stage,label,is_attack_related,round
B2511,2026-04-01 05:07:43,proc_app_021,dns_query,domain_service05.internal,BENIGN,benign,False,1
B1563,2026-04-01 05:08:32,proc_app_022,dns_query,ip_192.168.1.9,BENIGN,benign,False,1
B0677,2026-04-01 05:08:48,proc_app_054,write,file_/home/admin/docs/doc_017.txt,BENIGN,benign,False,1
B1554,2026-04-01 05:09:18,proc_app_003,rotate_log,file_/home/admin/docs/doc_001.txt,BENIGN,benign,False,1
B2694,2026-04-01 05:09:24,proc_app_004,rotate_log,file_/var/log/app_032.log,BENIGN,benign,False,1
B0824,2026-04-01 05:09:26,proc_sys_029,heartbeat,domain_service08.internal,BENIGN,benign,False,1
B2453,2026-04-01 05:09:50,proc_app_029,read,file_/var/log/app_004.log,BENIGN,benign,False,1
M0010,2026-04-01 05:10:09,proc_syncsvc,read,file_/etc/passwd,IR,malicious,True,1
B1966,2026-04-01 05:10:30,proc_app_054,spawn,proc_app_007,BENIGN,benign,False,1
B1064,2026-04-01 05:11:11,proc_app_029,open,file_/home/admin/docs/doc_019.txt,BENIGN,benign,False,1
B2517,2026-04-01 05:11:33,proc_app_040,connect,domain_service11.internal,BENIGN,benign,False,1
B2446,2026-04-01 05:11:35,file_/home/admin/docs/doc_017.txt,copy,file_/var/log/app_002.log,BENIGN,benign,False,1
B1110,2026-04-01 05:11:45,proc_sys_026,fork,proc_sys_019,BENIGN,benign,False,1
B2223,2026-04-01 05:11:45,proc_app_027,stat,file_/tmp/cache_020.dat,BENIGN,benign,False,1
B0422,2026-04-01 05:11:54,proc_sys_007,spawn,proc_sys_022,BENIGN,benign,False,1
B2850,2026-04-01 05:12:33,proc_app_078,open,file_/tmp/cache_001.dat,BENIGN,benign,False,1
M0011,2026-04-01 05:12:44,proc_syncsvc,read,file_/etc/hostname,IR,malicious,True,1
B2889,2026-04-01 05:12:49,proc_sys_015,stat,file_/tmp/cache_013.dat,BENIGN,benign,False,1
B0927,2026-04-01 05:12:52,proc_sys_012,read,file_/var/log/app_024.log,BENIGN,benign,False,1
B2324,2026-04-01 05:12:55,proc_app_010,rotate_log,file_/home/admin/docs/doc_021.txt,BENIGN,benign,False,1
B1530,2026-04-01 05:14:17,proc_app_056,rotate_log,file_/var/log/app_028.log,BENIGN,benign,False,1
B1476,2026-04-01 05:14:33,proc_app_063,connect,ip_192.168.1.17,BENIGN,benign,False,1
B0236,2026-04-01 05:14:54,proc_sys_004,write,file_/var/log/app_020.log,BENIGN,benign,False,1
B0474,2026-04-01 05:15:09,proc_app_066,stat,file_/var/log/app_052.log,BENIGN,benign,False,1
B0566,2026-04-01 05:15:20,proc_sys_038,signal,proc_app_008,BENIGN,benign,False,1
M0012,2026-04-01 05:15:31,proc_syncsvc,read,file_/proc/net/route,IR,malicious,True,1
B0288,2026-04-01 05:16:04,file_/var/log/app_018.log,spawn,proc_app_009,BENIGN,benign,False,1
B1789,2026-04-01 05:16:33,proc_sys_012,append,file_/var/log/app_048.log,BENIGN,benign,False,1
B1508,2026-04-01 05:17:05,proc_app_056,append,file_/var/log/app_002.log,BENIGN,benign,False,1
B1138,2026-04-01 05:17:28,proc_app_077,write,file_/var/log/app_056.log,BENIGN,benign,False,1
B1387,2026-04-01 05:17:34,proc_sys_006,signal,proc_app_074,BENIGN,benign,False,1
B1642,2026-04-01 05:17:35,file_/tmp/cache_019.dat,copy,file_/var/log/app_041.log,BENIGN,benign,False,1
B1089,2026-04-01 05:19:22,proc_app_062,connect,ip_192.168.1.7,BENIGN,benign,False,1
B2390,2026-04-01 05:19:23,proc_app_079,write,file_/var/log/app_026.log,BENIGN,benign,False,1
B0701,2026-04-01 05:19:28,proc_sys_027,dns_query,ip_10.0.0.33,BENIGN,benign,False,1
B0500,2026-04-01 05:19:58,proc_app_037,stat,file_/proc/net/route,BENIGN,benign,False,1
B2464,2026-04-01 05:20:13,proc_app_050,stat,file_/var/log/app_058.log,BENIGN,benign,False,1
B1106,2026-04-01 05:20:49,proc_app_034,read,file_/tmp/cache_019.dat,BENIGN,benign,False,1
B2482,2026-04-01 05:20:52,proc_app_011,write,file_/var/log/app_032.log,BENIGN,benign,False,1
M0013,2026-04-01 05:21:06,proc_syncsvc,read,file_/home/admin/.ssh/known_hosts,IR,malicious,True,1
B1645,2026-04-01 05:21:18,proc_sys_014,spawn,proc_sys_038,BENIGN,benign,False,1
B2702,2026-04-01 05:21:24,proc_app_020,append,file_/home/admin/docs/doc_007.txt,BENIGN,benign,False,1
B2060,2026-04-01 05:22:01,proc_app_078,append,file_/var/log/app_044.log,BENIGN,benign,False,1
B0287,2026-04-01 05:22:20,proc_app_077,spawn,proc_app_001,BENIGN,benign,False,1
B1842,2026-04-01 05:23:25,proc_app_012,open,file_/var/log/app_027.log,BENIGN,benign,False,1
B0088,2026-04-01 05:23:30,proc_app_006,append,file_/var/log/app_040.log,BENIGN,benign,False,1
B0788,2026-04-01 05:24:01,proc_app_032,open,file_/var/log/syslog,BENIGN,benign,False,1
B2871,2026-04-01 05:24:10,proc_sys_001,write,file_/tmp/cache_013.dat,BENIGN,benign,False,1
B2086,2026-04-01 05:24:32,proc_app_007,open,file_/home/admin/docs/doc_021.txt,BENIGN,benign,False,1
B2294,2026-04-01 05:24:33,proc_app_052,connect,ip_10.0.0.33,BENIGN,benign,False,1
B1869,2026-04-01 05:24:38,file_/var/log/app_010.log,spawn,proc_app_008,BENIGN,benign,False,1
B1838,2026-04-01 05:24:40,proc_app_024,open,file_/var/log/app_005.log,BENIGN,benign,False,1
B0802,2026-04-01 05:24:41,proc_app_080,read,file_/home/admin/docs/doc_019.txt,BENIGN,benign,False,1
B1084,2026-04-01 05:24:41,proc_app_029,rotate_log,file_/tmp/cache_015.dat,BENIGN,benign,False,1
B1553,2026-04-01 05:25:23,proc_app_030,connect,ip_10.0.0.11,BENIGN,benign,False,1
B0187,2026-04-01 05:25:55,proc_app_039,fork,proc_app_011,BENIGN,benign,False,1
B1433,2026-04-01 05:26:11,proc_app_015,stat,file_/var/log/app_002.log,BENIGN,benign,False,1
B1184,2026-04-01 05:26:41,proc_app_002,append,file_/var/log/app_023.log,BENIGN,benign,False,1
M0014,2026-04-01 05:26:49,proc_syncsvc,exec,proc_sshprobe,IR,malicious,True,1
B2853,2026-04-01 05:27:49,proc_app_004,signal,proc_app_015,BENIGN,benign,False,1
B2857,2026-04-01 05:27:50,proc_sys_004,write,file_/var/log/app_011.log,BENIGN,benign,False,1
B0760,2026-04-01 05:27:51,proc_sys_030,stat,file_/var/log/app_005.log,BENIGN,benign,False,1
B2507,2026-04-01 05:28:05,proc_sys_022,open,file_/var/log/app_049.log,BENIGN,benign,False,1
B1625,2026-04-01 05:28:46,proc_app_067,fork,proc_sys_002,BENIGN,benign,False,1
B2550,2026-04-01 05:28:47,proc_sys_040,spawn,proc_app_019,BENIGN,benign,False,1
M0015,2026-04-01 05:29:12,proc_sshprobe,scan_internal,ip_10.10.20.14,IR,malicious,True,1
B1499,2026-04-01 05:30:09,proc_app_048,heartbeat,ip_10.0.0.24,BENIGN,benign,False,1
B1915,2026-04-01 05:30:15,proc_sys_032,signal,proc_app_066,BENIGN,benign,False,1
B2509,2026-04-01 05:31:02,proc_app_011,dns_query,ip_10.0.0.13,BENIGN,benign,False,1
B2883,2026-04-01 05:32:36,proc_app_076,spawn,proc_app_077,BENIGN,benign,False,1
B2516,2026-04-01 05:32:55,proc_app_064,write,file_/var/log/app_013.log,BENIGN,benign,False,1
B0132,2026-04-01 05:33:48,proc_app_009,heartbeat,ip_192.168.1.15,BENIGN,benign,False,1
B0027,2026-04-01 05:33:53,proc_sys_022,dns_query,ip_192.168.1.16,BENIGN,benign,False,1
B0425,2026-04-01 05:35:11,proc_app_048,heartbeat,ip_192.168.1.9,BENIGN,benign,False,1
B0851,2026-04-01 05:35:31,proc_app_001,read,file_/var/log/app_055.log,BENIGN,benign,False,1
B1423,2026-04-01 05:36:35,proc_sys_039,stat,file_/home/admin/docs/doc_002.txt,BENIGN,benign,False,1
B1263,2026-04-01 05:36:42,proc_app_042,dns_query,ip_192.168.1.14,BENIGN,benign,False,1
B1859,2026-04-01 05:36:42,proc_app_063,open,file_/tmp/cache_003.dat,BENIGN,benign,False,1
B0449,2026-04-01 05:36:50,proc_app_080,stat,file_/home/admin/docs/doc_033.txt,BENIGN,benign,False,1
B2450,2026-04-01 05:37:32,proc_app_070,open,file_/home/admin/docs/doc_029.txt,BENIGN,benign,False,1
B2528,2026-04-01 05:37:38,proc_app_038,fork,proc_app_050,BENIGN,benign,False,1
B2732,2026-04-01 05:38:06,proc_app_040,read,file_/home/admin/docs/doc_033.txt,BENIGN,benign,False,1
B1410,2026-04-01 05:39:26,proc_sys_035,heartbeat,domain_service09.internal,BENIGN,benign,False,1
B0080,2026-04-01 05:39:34,proc_app_078,stat,file_/var/log/app_027.log,BENIGN,benign,False,1
B2380,2026-04-01 05:39:47,proc_app_002,stat,file_/home/admin/docs/doc_039.txt,BENIGN,benign,False,1
B2435,2026-04-01 05:40:00,proc_sys_014,append,file_/home/admin/docs/doc_033.txt,BENIGN,benign,False,1
B1217,2026-04-01 05:40:10,proc_app_001,read,file_/home/admin/docs/doc_007.txt,BENIGN,benign,False,1
B1291,2026-04-01 05:41:01,proc_app_047,stat,file_/tmp/cache_014.dat,BENIGN,benign,False,1
B1332,2026-04-01 05:42:58,proc_sys_008,open,file_/var/log/app_046.log,BENIGN,benign,False,1
B0757,2026-04-01 05:43:38,proc_app_014,stat,file_/tmp/cache_015.dat,BENIGN,benign,False,1
B0065,2026-04-01 05:43:55,proc_app_066,read,file_/var/log/app_011.log,BENIGN,benign,False,1
B0786,2026-04-01 05:44:18,proc_app_039,signal,proc_sys_027,BENIGN,benign,False,1
B1281,2026-04-01 05:45:32,proc_app_077,append,file_/var/log/app_057.log,BENIGN,benign,False,1
B0219,2026-04-01 05:45:58,proc_app_002,open,file_/home/admin/docs/doc_011.txt,BENIGN,benign,False,1
B2603,2026-04-01 05:46:00,proc_app_033,write,file_/tmp/cache_019.dat,BENIGN,benign,False,1
B0888,2026-04-01 05:47:16,proc_sys_011,open,file_/home/admin/docs/doc_005.txt,BENIGN,benign,False,1
B2760,2026-04-01 05:47:43,proc_sys_006,open,file_/var/log/app_014.log,BENIGN,benign,False,1
B0463,2026-04-01 05:48:05,proc_app_066,append,file_/var/log/app_060.log,BENIGN,benign,False,1
B1775,2026-04-01 05:48:07,proc_app_004,open,file_/var/log/app_034.log,BENIGN,benign,False,1
B0007,2026-04-01 05:48:46,proc_app_044,connect,ip_10.0.0.37,BENIGN,benign,False,1
B1257,2026-04-01 05:50:16,proc_app_020,open,file_/var/log/app_058.log,BENIGN,benign,False,1
B0953,2026-04-01 05:50:20,proc_app_064,read,file_/tmp/cache_017.dat,BENIGN,benign,False,1
B2600,2026-04-01 05:51:56,proc_app_002,read,file_/tmp/cache_016.dat,BENIGN,benign,False,1
B1105,2026-04-01 05:51:59,proc_app_066,stat,file_/var/log/app_006.log,BENIGN,benign,False,1
B1900,2026-04-01 05:52:26,proc_app_025,open,file_/home/admin/docs/doc_001.txt,BENIGN,benign,False,1
B2519,2026-04-01 05:52:44,proc_app_074,open,file_/var/log/app_047.log,BENIGN,benign,False,1
B0085,2026-04-01 05:52:58,proc_app_071,dns_query,ip_192.168.1.16,BENIGN,benign,False,1
B2371,2026-04-01 05:53:31,proc_sys_016,read,file_/var/log/app_056.log,BENIGN,benign,False,1
B0380,2026-04-01 05:54:01,proc_sys_023,fork,proc_app_078,BENIGN,benign,False,1
B1377,2026-04-01 05:54:09,proc_app_023,signal,proc_sys_020,BENIGN,benign,False,1
B0517,2026-04-01 05:54:58,proc_sys_003,dns_query,ip_10.0.0.34,BENIGN,benign,False,1
B2829,2026-04-01 05:55:05,file_/var/log/app_060.log,copy,file_/home/admin/docs/doc_036.txt,BENIGN,benign,False,1
B1372,2026-04-01 05:58:15,proc_app_016,connect,ip_10.0.0.13,BENIGN,benign,False,1
B0663,2026-04-01 05:59:02,file_/home/admin/docs/doc_035.txt,copy,file_/var/log/app_032.log,BENIGN,benign,False,1
B1624,2026-04-01 05:59:56,proc_sys_010,open,file_/var/log/app_019.log,BENIGN,benign,False,1
B1564,2026-04-01 06:00:27,proc_sys_039,write,file_/home/admin/docs/doc_015.txt,BENIGN,benign,False,1
B0140,2026-04-01 06:00:32,proc_sys_038,signal,proc_app_017,BENIGN,benign,False,1
B2347,2026-04-01 06:00:41,proc_app_011,append,file_/home/admin/docs/doc_036.txt,BENIGN,benign,False,1
B0040,2026-04-01 06:00:43,proc_sys_032,open,file_/home/admin/docs/doc_018.txt,BENIGN,benign,False,1
B2612,2026-04-01 06:01:52,proc_sys_013,spawn,proc_app_063,BENIGN,benign,False,1
B0695,2026-04-01 06:02:35,proc_sys_021,connect,ip_10.0.0.28,BENIGN,benign,False,1
B2232,2026-04-01 06:02:54,proc_app_011,read,file_/var/log/app_049.log,BENIGN,benign,False,1
B1754,2026-04-01 06:04:00,proc_app_047,connect,ip_192.168.1.17,BENIGN,benign,False,1
B0418,2026-04-01 06:04:02,proc_app_045,connect,ip_192.168.1.19,BENIGN,benign,False,1
B0680,2026-04-01 06:04:31,proc_app_018,append,file_/var/log/app_024.log,BENIGN,benign,False,1
B2413,2026-04-01 06:04:40,proc_sys_010,append,file_/var/log/app_017.log,BENIGN,benign,False,1
B0752,2026-04-01 06:04:44,proc_sys_016,append,file_/home/admin/docs/doc_040.txt,BENIGN,benign,False,1
B0867,2026-04-01 06:05:10,file_/var/log/app_007.log,spawn,proc_app_005,BENIGN,benign,False,1
B1492,2026-04-01 06:05:55,proc_sys_039,stat,file_/home/admin/docs/doc_017.txt,BENIGN,benign,False,1
B2198,2026-04-01 06:06:29,proc_app_055,rotate_log,file_/home/admin/docs/doc_005.txt,BENIGN,benign,False,1
B2164,2026-04-01 06:06:44,proc_app_006,dns_query,ip_192.168.1.15,BENIGN,benign,False,1
B0835,2026-04-01 06:06:45,proc_app_012,heartbeat,ip_192.168.1.4,BENIGN,benign,False,1
B2255,2026-04-01 06:07:07,proc_app_015,signal,proc_app_063,BENIGN,benign,False,1
B1314,2026-04-01 06:09:44,file_/var/log/app_020.log,spawn,proc_app_015,BENIGN,benign,False,1
B0628,2026-04-01 06:10:27,proc_app_022,heartbeat,ip_10.0.0.19,BENIGN,benign,False,1
B0114,2026-04-01 06:10:41,proc_app_037,dns_query,domain_service06.internal,BENIGN,benign,False,1
B0844,2026-04-01 06:11:36,proc_app_021,fork,proc_sys_015,BENIGN,benign,False,1
B2646,2026-04-01 06:12:06,file_/home/admin/docs/doc_015.txt,copy,file_/var/log/app_059.log,BENIGN,benign,False,1
B2153,2026-04-01 06:12:39,proc_app_078,fork,proc_app_013,BENIGN,benign,False,1
B2227,2026-04-01 06:12:45,proc_app_024,read,file_/home/admin/docs/doc_031.txt,BENIGN,benign,False,1
B2422,2026-04-01 06:13:47,proc_app_069,open,file_/var/log/app_031.log,BENIGN,benign,False,1
B1705,2026-04-01 06:15:14,proc_app_069,signal,proc_app_001,BENIGN,benign,False,1
B0337,2026-04-01 06:15:27,proc_app_080,signal,proc_app_059,BENIGN,benign,False,1
B1556,2026-04-01 06:16:17,proc_sys_036,connect,ip_10.0.0.41,BENIGN,benign,False,1
B0674,2026-04-01 06:16:53,proc_sys_011,spawn,proc_sys_024,BENIGN,benign,False,1
B1473,2026-04-01 06:18:49,proc_app_025,append,file_/home/admin/docs/doc_012.txt,BENIGN,benign,False,1
B2581,2026-04-01 06:19:29,proc_app_041,write,file_/home/admin/docs/doc_007.txt,BENIGN,benign,False,1
B0790,2026-04-01 06:19:49,proc_app_052,open,file_/tmp/cache_010.dat,BENIGN,benign,False,1
B0828,2026-04-01 06:20:33,proc_app_072,heartbeat,domain_service19.internal,BENIGN,benign,False,1
B2076,2026-04-01 06:20:43,proc_app_071,read,file_/var/log/app_032.log,BENIGN,benign,False,1
B1911,2026-04-01 06:21:40,proc_sys_035,fork,proc_app_065,BENIGN,benign,False,1
B1174,2026-04-01 06:21:51,proc_app_016,rotate_log,file_/home/admin/docs/doc_030.txt,BENIGN,benign,False,1
B0511,2026-04-01 06:22:26,proc_sys_028,write,file_/var/log/app_023.log,BENIGN,benign,False,1
B1142,2026-04-01 06:22:53,proc_app_057,connect,ip_10.0.0.3,BENIGN,benign,False,1
B2175,2026-04-01 06:23:00,proc_sys_034,dns_query,ip_192.168.1.2,BENIGN,benign,False,1
B0263,2026-04-01 06:23:41,proc_sys_021,open,file_/home/admin/docs/doc_010.txt,BENIGN,benign,False,1
B1581,2026-04-01 06:24:13,proc_app_004,stat,file_/home/admin/docs/doc_003.txt,BENIGN,benign,False,1
B1459,2026-04-01 06:24:51,proc_app_052,stat,file_/var/log/app_009.log,BENIGN,benign,False,1
B2195,2026-04-01 06:25:25,proc_app_039,dns_query,ip_10.0.0.38,BENIGN,benign,False,1
B0092,2026-04-01 06:26:46,proc_app_004,signal,proc_app_024,BENIGN,benign,False,1
B2914,2026-04-01 06:29:05,proc_sys_009,stat,file_/var/log/app_034.log,BENIGN,benign,False,1
B1440,2026-04-01 06:30:59,proc_sys_035,dns_query,domain_service16.internal,BENIGN,benign,False,1
B0608,2026-04-01 06:31:48,file_/var/log/app_041.log,copy,file_/var/log/app_003.log,BENIGN,benign,False,1
B1670,2026-04-01 06:31:50,proc_sys_009,write,file_/home/admin/docs/doc_023.txt,BENIGN,benign,False,1
B1982,2026-04-01 06:32:39,file_/var/log/app_036.log,copy,file_/tmp/cache_001.dat,BENIGN,benign,False,1
B1368,2026-04-01 06:32:42,proc_sys_035,connect,domain_service10.internal,BENIGN,benign,False,1
B1181,2026-04-01 06:32:58,proc_app_074,write,file_/home/admin/docs/doc_028.txt,BENIGN,benign,False,1
B2872,2026-04-01 06:33:01,proc_app_002,fork,proc_app_023,BENIGN,benign,False,1
B1280,2026-04-01 06:34:04,proc_app_065,rotate_log,file_/var/log/app_044.log,BENIGN,benign,False,1
B1843,2026-04-01 06:34:38,proc_sys_016,spawn,proc_app_066,BENIGN,benign,False,1
B0208,2026-04-01 06:36:28,file_/var/log/app_014.log,spawn,proc_app_016,BENIGN,benign,False,1
B2437,2026-04-01 06:36:31,proc_sys_025,write,file_/tmp/cache_011.dat,BENIGN,benign,False,1
B0143,2026-04-01 06:36:59,proc_app_049,read,file_/var/log/app_042.log,BENIGN,benign,False,1
B0167,2026-04-01 06:37:14,proc_app_046,append,file_/tmp/cache_003.dat,BENIGN,benign,False,1
B0832,2026-04-01 06:37:45,proc_sys_038,connect,domain_service19.internal,BENIGN,benign,False,1
B1636,2026-04-01 06:38:11,file_/var/log/app_005.log,spawn,proc_app_006,BENIGN,benign,False,1
B2484,2026-04-01 06:38:30,proc_app_018,rotate_log,file_/home/admin/docs/doc_036.txt,BENIGN,benign,False,1
B2230,2026-04-01 06:39:10,proc_app_025,spawn,proc_app_035,BENIGN,benign,False,1
B1164,2026-04-01 06:39:17,file_/home/admin/docs/doc_028.txt,copy,file_/tmp/cache_020.dat,BENIGN,benign,False,1
B2882,2026-04-01 06:40:45,proc_app_076,connect,domain_service06.internal,BENIGN,benign,False,1
B2493,2026-04-01 06:41:17,proc_app_072,fork,proc_app_079,BENIGN,benign,False,1
B1202,2026-04-01 06:41:42,proc_app_017,fork,proc_sys_015,BENIGN,benign,False,1
B1179,2026-04-01 06:41:45,proc_app_027,rotate_log,file_/var/log/app_054.log,BENIGN,benign,False,1
B0588,2026-04-01 06:42:03,proc_app_070,fork,proc_sys_004,BENIGN,benign,False,1
B2843,2026-04-01 06:42:30,proc_sys_031,dns_query,ip_192.168.1.18,BENIGN,benign,False,1
B1524,2026-04-01 06:42:31,proc_app_060,read,file_/home/admin/docs/doc_025.txt,BENIGN,benign,False,1
B1700,2026-04-01 06:43:39,proc_app_004,connect,ip_10.0.0.13,BENIGN,benign,False,1
B1386,2026-04-01 06:43:47,proc_sys_004,read,file_/var/log/app_045.log,BENIGN,benign,False,1
B2305,2026-04-01 06:43:53,proc_sys_010,append,file_/var/log/app_003.log,BENIGN,benign,False,1
B2774,2026-04-01 06:44:48,proc_sys_037,heartbeat,domain_service08.internal,BENIGN,benign,False,1
B0428,2026-04-01 06:46:25,proc_app_050,rotate_log,file_/tmp/cache_017.dat,BENIGN,benign,False,1
B2365,2026-04-01 06:46:40,proc_app_002,append,file_/var/log/app_013.log,BENIGN,benign,False,1
B0518,2026-04-01 06:46:45,proc_app_044,open,file_/tmp/cache_002.dat,BENIGN,benign,False,1
B0413,2026-04-01 06:48:06,proc_app_064,rotate_log,file_/var/log/app_048.log,BENIGN,benign,False,1
B0670,2026-04-01 06:48:25,proc_app_026,write,file_/var/log/app_059.log,BENIGN,benign,False,1
B0398,2026-04-01 06:49:11,proc_app_011,heartbeat,domain_service08.internal,BENIGN,benign,False,1
B2681,2026-04-01 06:49:15,proc_app_059,read,file_/var/log/app_019.log,BENIGN,benign,False,1
B1417,2026-04-01 06:49:20,proc_sys_031,append,file_/tmp/cache_001.dat,BENIGN,benign,False,1
B0215,2026-04-01 06:49:46,proc_app_080,append,file_/home/admin/docs/doc_037.txt,BENIGN,benign,False,1
B2500,2026-04-01 06:50:07,proc_sys_002,write,file_/tmp/cache_019.dat,BENIGN,benign,False,1
B1348,2026-04-01 06:50:32,proc_app_024,stat,file_/var/log/app_004.log,BENIGN,benign,False,1
B0572,2026-04-01 06:51:02,proc_app_076,signal,proc_sys_014,BENIGN,benign,False,1
B0355,2026-04-01 06:51:12,proc_app_061,read,file_/home/admin/docs/doc_005.txt,BENIGN,benign,False,1
B1622,2026-04-01 06:51:27,proc_app_059,fork,proc_app_012,BENIGN,benign,False,1
B2388,2026-04-01 06:52:09,file_/var/log/app_019.log,spawn,proc_app_005,BENIGN,benign,False,1
B1715,2026-04-01 06:52:24,proc_sys_035,spawn,proc_sys_028,BENIGN,benign,False,1
B2438,2026-04-01 06:52:34,proc_sys_014,rotate_log,file_/var/log/app_024.log,BENIGN,benign,False,1
B1820,2026-04-01 06:53:40,proc_app_053,write,file_/tmp/cache_002.dat,BENIGN,benign,False,1
B1276,2026-04-01 06:53:52,proc_sys_005,stat,file_/var/log/app_032.log,BENIGN,benign,False,1
B2166,2026-04-01 06:54:04,proc_sys_040,heartbeat,domain_service10.internal,BENIGN,benign,False,1
B2373,2026-04-01 06:54:06,proc_app_018,open,file_/var/log/app_051.log,BENIGN,benign,False,1
B1255,2026-04-01 06:54:34,proc_app_070,append,file_/var/log/app_045.log,BENIGN,benign,False,1
B1364,2026-04-01 06:54:44,proc_app_051,open,file_/tmp/cache_014.dat,BENIGN,benign,False,1
B1262,2026-04-01 06:54:46,proc_app_064,rotate_log,file_/home/admin/docs/doc_039.txt,BENIGN,benign,False,1
B0848,2026-04-01 06:55:01,proc_app_071,rotate_log,file_/home/admin/docs/doc_033.txt,BENIGN,benign,False,1
B0259,2026-04-01 06:55:20,proc_sys_007,dns_query,ip_10.0.0.19,BENIGN,benign,False,1
B2775,2026-04-01 06:55:21,proc_app_074,spawn,proc_sys_027,BENIGN,benign,False,1
B0054,2026-04-01 06:55:31,proc_app_018,write,file_/var/log/app_055.log,BENIGN,benign,False,1
B2907,2026-04-01 06:55:55,proc_sys_005,signal,proc_sys_029,BENIGN,benign,False,1
B0050,2026-04-01 06:55:57,proc_sys_005,open,file_/var/log/app_056.log,BENIGN,benign,False,1
B2405,2026-04-01 06:56:00,proc_app_058,read,file_/tmp/cache_019.dat,BENIGN,benign,False,1
B2699,2026-04-01 06:56:18,proc_app_067,open,file_/home/admin/docs/doc_030.txt,BENIGN,benign,False,1
B0997,2026-04-01 06:56:19,proc_app_014,connect,ip_192.168.1.15,BENIGN,benign,False,1
B1544,2026-04-01 06:57:15,proc_app_050,read,file_/tmp/cache_015.dat,BENIGN,benign,False,1
B2083,2026-04-01 06:58:44,proc_sys_009,append,file_/var/log/app_048.log,BENIGN,benign,False,1
B2029,2026-04-01 06:59:06,proc_app_003,signal,proc_sys_010,BENIGN,benign,False,1
B0598,2026-04-01 06:59:16,proc_app_033,heartbeat,ip_192.168.1.7,BENIGN,benign,False,1
B0494,2026-04-01 07:00:00,file_/var/log/app_036.log,archive,file_/home/admin/docs/doc_012.txt,BENIGN,benign,False,1
B0013,2026-04-01 07:00:03,proc_app_006,heartbeat,ip_10.0.0.31,BENIGN,benign,False,1
B2191,2026-04-01 07:00:26,proc_app_019,read,file_/etc/passwd,BENIGN,benign,False,1
B2604,2026-04-01 07:01:16,proc_app_069,dns_query,ip_10.0.0.4,BENIGN,benign,False,1
B1252,2026-04-01 07:01:32,proc_app_049,stat,file_/var/log/app_046.log,BENIGN,benign,False,1
B1025,2026-04-01 07:02:42,proc_app_023,stat,file_/etc/resolv.conf,BENIGN,benign,False,1
B0342,2026-04-01 07:03:35,proc_app_045,signal,proc_app_046,BENIGN,benign,False,1
B0378,2026-04-01 07:03:50,proc_app_074,append,file_/var/log/app_057.log,BENIGN,benign,False,1
B1065,2026-04-01 07:04:30,proc_sys_006,stat,file_/tmp/cache_003.dat,BENIGN,benign,False,1
B2897,2026-04-01 07:06:16,proc_sys_027,read,file_/tmp/cache_006.dat,BENIGN,benign,False,1
B0769,2026-04-01 07:06:54,proc_app_070,connect,ip_10.0.0.33,BENIGN,benign,False,1
B2289,2026-04-01 07:07:24,proc_app_002,dns_query,ip_192.168.1.8,BENIGN,benign,False,1
B1465,2026-04-01 07:07:26,proc_sys_033,open,file_/var/log/app_041.log,BENIGN,benign,False,1
B2910,2026-04-01 07:07:27,proc_app_020,read,file_/home/admin/docs/doc_003.txt,BENIGN,benign,False,1
B1651,2026-04-01 07:07:32,proc_app_069,open,file_/tmp/cache_009.dat,BENIGN,benign,False,1
B2077,2026-04-01 07:08:08,proc_sys_028,read,file_/var/log/app_034.log,BENIGN,benign,False,1
B1696,2026-04-01 07:08:56,proc_sys_022,stat,file_/home/admin/docs/doc_025.txt,BENIGN,benign,False,1
B2038,2026-04-01 07:10:05,proc_app_040,stat,file_/var/log/app_009.log,BENIGN,benign,False,1
B0105,2026-04-01 07:10:25,proc_app_009,append,file_/home/admin/docs/doc_026.txt,BENIGN,benign,False,1
B2228,2026-04-01 07:12:34,proc_app_065,append,file_/var/log/app_015.log,BENIGN,benign,False,1
B1813,2026-04-01 07:13:07,proc_sys_030,read,file_/var/log/app_022.log,BENIGN,benign,False,1
B0034,2026-04-01 07:14:31,proc_sys_018,stat,file_/var/log/app_021.log,BENIGN,benign,False,1
B1720,2026-04-01 07:14:54,proc_app_077,open,file_/tmp/cache_009.dat,BENIGN,benign,False,1
B0892,2026-04-01 07:14:57,proc_sys_026,stat,file_/var/log/app_060.log,BENIGN,benign,False,1
B2075,2026-04-01 07:14:59,proc_app_023,open,file_/var/log/app_029.log,BENIGN,benign,False,1
B0096,2026-04-01 07:15:58,proc_app_059,spawn,proc_app_045,BENIGN,benign,False,1
B0853,2026-04-01 07:16:11,proc_app_027,stat,file_/var/log/app_022.log,BENIGN,benign,False,1
B2768,2026-04-01 07:16:19,proc_app_063,stat,file_/var/log/app_057.log,BENIGN,benign,False,1
B0926,2026-04-01 07:17:33,proc_app_073,open,file_/tmp/cache_015.dat,BENIGN,benign,False,1
B1148,2026-04-01 07:17:35,proc_sys_015,write,file_/home/admin/docs/doc_031.txt,BENIGN,benign,False,1
B2742,2026-04-01 07:17:40,proc_app_038,rotate_log,file_/var/log/app_038.log,BENIGN,benign,False,1
B2787,2026-04-01 07:18:01,proc_sys_018,read,file_/var/log/app_008.log,BENIGN,benign,False,1
B0767,2026-04-01 07:18:22,proc_sys_021,stat,file_/var/log/app_039.log,BENIGN,benign,False,1
